Term,stunum,Course,Grade
2023-SP Course Grade,133,CLA INT 201.,P
2023-SP Course Grade,950,CLA INT 101.,P
2023-SP Course Grade,1145,CLA INT 101.,P
2023-SP Course Grade,143,CLA GBK 202.,P
2023-SP Course Grade,110,CLA INT 201.,P
2023-SP Course Grade,1146,CLA INT 101.,P
2023-SP Course Grade,941,CLA INT 101.,P
2023-SP Course Grade,1147,CLA INT 101.,P
2023-SP Course Grade,190,CLA INT 301.,P
2023-SP Course Grade,1148,CLA INT 101.,P
2023-SP Course Grade,189,CLA INT 201.,P
2023-SP Course Grade,1149,CLA INT 101.,P
2023-SP Course Grade,1150,CLA INT 301.,P
2023-SP Course Grade,184,CLA INT 201.,P
2023-SP Course Grade,998,CLA INT 101.,P
2023-SP Course Grade,126,CLA INT 301.,P
2023-SP Course Grade,125,CLA GBK 202.,P
2023-SP Course Grade,970,CLA INT 101.,P
2023-SP Course Grade,1151,CLA INT 101.,P
2023-SP Course Grade,121,CLA GBK 202.,P
2023-SP Course Grade,969,CLA INT 101.,P
2023-SP Course Grade,118,CLA INT 301.,P
2023-SP Course Grade,946,CLA INT 201.,P
2023-SP Course Grade,945,CLA INT 201.,P
2023-SP Course Grade,439,CLA INT 201.,P
2023-SP Course Grade,440,CLA INT 201.,P
2023-SP Course Grade,113,CLA INT 301.,P
2023-SP Course Grade,442,CLA INT 201.,P
2023-SP Course Grade,112,CLA INT 201.,P
2023-SP Course Grade,942,CLA INT 101.,P
2023-SP Course Grade,1152,CLA INT 101.,P
2023-SP Course Grade,633,CLA INT 301.,P
2023-SP Course Grade,447,CLA INT 301.,P
2023-SP Course Grade,446,CLA INT 201.,P
2023-SP Course Grade,1153,CLA INT 101.,P
2023-SP Course Grade,1154,CLA INT 101.,P
2023-SP Course Grade,435,CLA INT 301.,P
2023-SP Course Grade,1155,CLA INT 201.,P
2023-SP Course Grade,541,CLA INT 101.,P
2023-SP Course Grade,57,CLA INT 301.,P
2023-SP Course Grade,56,CLA INT 301.,P
2023-SP Course Grade,55,CLA GBK 304.,P
2023-SP Course Grade,539,CLA INT 101.,P
2023-SP Course Grade,53,CLA INT 301.,P
2023-SP Course Grade,1156,CLA INT 101.,P
2023-SP Course Grade,76,CLA GBK 304.,P
2023-SP Course Grade,101,CLA GBK 202.,P
2023-SP Course Grade,1157,CLA INT 101.,P
2023-SP Course Grade,100,CLA INT 201.,P
2023-SP Course Grade,1158,CLA INT 101.,P
2023-SP Course Grade,98,CLA INT 201.,P
2023-SP Course Grade,532,CLA INT 101.,P
2023-SP Course Grade,95,CLA GBK 202.,P
2023-SP Course Grade,94,CLA INT 301.,P
2023-SP Course Grade,548,CLA INT 201.,P
2023-SP Course Grade,93,CLA GBK 202.,P
2023-SP Course Grade,77,CLA INT 301.,P
2023-SP Course Grade,603,CLA INT 201.,P
2023-SP Course Grade,65,CLA INT 201.,P
2023-SP Course Grade,434,CLA INT 201.,P
2023-SP Course Grade,359,CLA GBK 202.,P
2023-SP Course Grade,358,CLA GBK 202.,P
2023-SP Course Grade,1159,CLA INT 101.,P
2023-SP Course Grade,1160,CLA INT 201.,P
2023-SP Course Grade,1161,CLA INT 301.,P
2023-SP Course Grade,1162,CLA INT 101.,P
2023-SP Course Grade,572,CLA INT 101.,P
2023-SP Course Grade,1163,CLA INT 301.,P
2023-SP Course Grade,606,CLA INT 201.,P
2023-SP Course Grade,1164,CLA INT 201.,P
2023-SP Course Grade,1165,CLA INT 101.,P
2023-SP Course Grade,432,CLA INT 201.,P
2023-SP Course Grade,367,CLA INT 201.,P
2023-SP Course Grade,1166,CLA INT 101.,P
2023-SP Course Grade,284,CLA INT 201.,P
2023-SP Course Grade,433,CLA INT 201.,P
2023-SP Course Grade,1167,CLA INT 101.,P
2023-SP Course Grade,208,CLA INT 301.,P
2023-SP Course Grade,1168,CLA INT 101.,P
2023-SP Course Grade,1169,CLA INT 201.,P
2023-SP Course Grade,68,CLA GBK 202.,P
2023-SP Course Grade,602,CLA INT 101.,P
2023-SP Course Grade,67,CLA INT 301.,P
2023-SP Course Grade,92,CLA INT 301.,P
2023-SP Course Grade,557,CLA INT 101.,P
2023-SP Course Grade,90,CLA GBK 202.,P
2023-SP Course Grade,89,CLA GBK 202.,P
2023-SP Course Grade,3,CLA GBK 202.,P
2023-SP Course Grade,1170,CLA INT 101.,P
2023-SP Course Grade,1,CLA INT 201.,P
2023-SP Course Grade,37,CLA INT 301.,P
2023-SP Course Grade,685,CLA INT 101.,P
2023-SP Course Grade,1171,CLA INT 101.,P
2023-SP Course Grade,47,CLA INT 201.,P
2023-SP Course Grade,46,CLA GBK 202.,P
2023-SP Course Grade,702,CLA INT 101.,P
2023-SP Course Grade,617,CLA INT 201.,P
2023-SP Course Grade,703,CLA INT 201.,P
2023-SP Course Grade,1172,CLA INT 101.,P
2023-SP Course Grade,1173,CLA INT 201.,P
2023-SP Course Grade,436,CLA INT 201.,P
2023-SP Course Grade,44,CLA INT 201.,P
2023-SP Course Grade,41,CLA GBK 202.,P
2023-SP Course Grade,40,CLA GBK 306.,P
2023-SP Course Grade,39,CLA INT 301.,P
2023-SP Course Grade,49,CLA GBK 304.,P
2023-SP Course Grade,49,CLA GBK 202.,P
2023-SP Course Grade,38,CLA GBK 304.,P
2023-SP Course Grade,1174,CLA INT 201.,P
2023-SP Course Grade,694,CLA GBK 304.,P
2023-SP Course Grade,4,CLA GBK 304.,P
2023-SP Course Grade,1175,CLA INT 201.,P
2023-SP Course Grade,424,CLA INT 201.,P
2023-SP Course Grade,14,CLA INT 301.,P
2023-SP Course Grade,88,CLA INT 301.,P
2023-SP Course Grade,1176,CLA INT 201.,P
2023-SP Course Grade,555,CLA INT 101.,P
2023-SP Course Grade,786,CLA INT 101.,P
2023-SP Course Grade,85,CLA GBK 304.,P
2023-SP Course Grade,549,CLA INT 101.,P
2023-SP Course Grade,552,CLA INT 101.,P
2023-SP Course Grade,81,CLA GBK 202.,P
2023-SP Course Grade,419,CLA INT 201.,P
2023-SP Course Grade,79,CLA GBK 202.,P
2023-SP Course Grade,52,CLA GBK 202.,P
2023-SP Course Grade,50,CLA GBK 304.,P
2023-SP Course Grade,420,CLA INT 201.,P
2023-SP Course Grade,418,CLA INT 201.,P
2023-SP Course Grade,421,CLA INT 201.,P
2023-SP Course Grade,24,CLA INT 301.,P
2023-SP Course Grade,1177,CLA INT 201.,P
2023-SP Course Grade,681,CLA INT 101.,P
2023-SP Course Grade,20,CLA INT 201.,P
2023-SP Course Grade,19,CLA INT 301.,P
2023-SP Course Grade,18,CLA INT 201.,P
2023-SP Course Grade,422,CLA INT 201.,P
2023-SP Course Grade,16,CLA INT 301.,P
2023-SP Course Grade,7,CLA INT 301.,P
2023-SP Course Grade,86,CLA INT 201.,P
2023-SP Course Grade,132,CLA GBK 202.,P
2024-SP Course Grade,1178,CLA INT 101.,P
2024-SP Course Grade,1179,CLA INT 101.,P
2024-SP Course Grade,1180,CLA INT 101.,P
2024-SP Course Grade,1021,CLA INT 201.,P
2024-SP Course Grade,1181,CLA INT 101.,P
2024-SP Course Grade,1182,CLA INT 301.,P
2024-SP Course Grade,1183,CLA INT 101.,P
2024-SP Course Grade,1020,CLA INT 201.,P
2024-SP Course Grade,1184,CLA INT 101.,P
2024-SP Course Grade,1185,CLA INT 101.,P
2024-SP Course Grade,1186,CLA INT 101.,P
2024-SP Course Grade,1187,CLA INT 101.,P
2024-SP Course Grade,1188,CLA INT 101.,P
2024-SP Course Grade,1025,CLA INT 301.,P
2024-SP Course Grade,380,CLA GBK 306.,P
2024-SP Course Grade,930,CLA INT 201.,P
2024-SP Course Grade,1189,CLA INT 201.,P
2024-SP Course Grade,1190,CLA INT 101.,P
2024-SP Course Grade,1191,CLA INT 301.,P
2024-SP Course Grade,905,CLA GBK 202.,P
2024-SP Course Grade,1192,CLA INT 101.,P
2024-SP Course Grade,1193,CLA INT 101.,P
2024-SP Course Grade,373,CLA INT 201.,P
2024-SP Course Grade,844,CLA INT 301.,P
2024-SP Course Grade,1027,CLA INT 301.,P
2024-SP Course Grade,1024,CLA INT 201.,P
2024-SP Course Grade,841,CLA INT 201.,P
2024-SP Course Grade,840,CLA INT 301.,P
2024-SP Course Grade,1194,CLA INT 101.,P
2024-SP Course Grade,1195,CLA INT 101.,P
2024-SP Course Grade,1196,CLA INT 201.,P
2024-SP Course Grade,1197,CLA INT 101.,P
2024-SP Course Grade,876,CLA INT 201.,P
2024-SP Course Grade,1198,CLA INT 101.,P
2024-SP Course Grade,1199,CLA INT 201.,P
2024-SP Course Grade,1200,CLA INT 101.,P
2024-SP Course Grade,909,CLA INT 201.,P
2024-SP Course Grade,839,CLA INT 301.,P
2024-SP Course Grade,371,CLA INT 201.,P
2024-SP Course Grade,381,CLA INT 201.,P
2024-SP Course Grade,383,CLA GBK 304.,P
2024-SP Course Grade,1201,CLA INT 101.,P
2024-SP Course Grade,1202,CLA INT 101.,P
2024-SP Course Grade,887,CLA GBK 202.,P
2024-SP Course Grade,1030,CLA INT 301.,P
2024-SP Course Grade,1203,CLA INT 301.,P
2024-SP Course Grade,1204,CLA INT 201.,P
2024-SP Course Grade,1205,CLA INT 301.,P
2024-SP Course Grade,1206,CLA INT 301.,P
2024-SP Course Grade,1207,CLA INT 101.,P
2024-SP Course Grade,891,CLA INT 201.,P
2024-SP Course Grade,1208,CLA INT 101.,P
2024-SP Course Grade,242,CLA INT 301.,P
2024-SP Course Grade,1209,CLA INT 101.,P
2024-SP Course Grade,248,CLA INT 301.,P
2024-SP Course Grade,1210,CLA INT 301.,P
2024-SP Course Grade,251,CLA GBK 304.,P
2024-SP Course Grade,889,CLA INT 301.,P
2024-SP Course Grade,382,CLA INT 201.,P
2024-SP Course Grade,1211,CLA INT 201.,P
2024-SP Course Grade,239,CLA INT 201.,P
2024-SP Course Grade,384,CLA INT 301.,P
2024-SP Course Grade,1212,CLA INT 301.,P
2024-SP Course Grade,1213,CLA INT 201.,P
2024-SP Course Grade,386,CLA GBK 306.,P
2024-SP Course Grade,387,CLA GBK 306.,P
2024-SP Course Grade,1214,CLA INT 201.,P
2024-SP Course Grade,388,CLA INT 201.,P
2024-SP Course Grade,882,CLA INT 201.,P
2024-SP Course Grade,389,CLA INT 301.,P
2024-SP Course Grade,501,CLA GBK 306.,P
2024-SP Course Grade,237,CLA GBK 304.,P
2024-SP Course Grade,878,CLA GBK 202.,P
2024-SP Course Grade,1215,CLA INT 101.,P
2024-SP Course Grade,1026,CLA INT 201.,P
2024-SP Course Grade,1032,CLA INT 201.,P
2024-SP Course Grade,880,CLA GBK 202.,P
2024-SP Course Grade,1216,CLA INT 201.,P
2024-SP Course Grade,1217,CLA INT 101.,P
2024-SP Course Grade,1218,CLA INT 101.,P
2024-SP Course Grade,836,CLA INT 201.,P
2024-SP Course Grade,1042,CLA INT 201.,P
2024-SP Course Grade,712,CLA INT 201.,P
2024-SP Course Grade,920,CLA GBK 202.,P
2024-SP Course Grade,714,CLA GBK 202.,P
2024-SP Course Grade,852,CLA GBK 202.,P
2024-SP Course Grade,330,CLA GBK 304.,P
2024-SP Course Grade,334,CLA INT 201.,P
2024-SP Course Grade,710,CLA GBK 202.,P
2024-SP Course Grade,1037,CLA INT 201.,P
2024-SP Course Grade,1219,CLA INT 301.,P
2024-SP Course Grade,1220,CLA INT 101.,P
2024-SP Course Grade,365,CLA INT 301.,P
2024-SP Course Grade,366,CLA INT 201.,P
2024-SP Course Grade,1221,CLA INT 301.,P
2024-SP Course Grade,377,CLA INT 301.,P
2024-SP Course Grade,861,CLA INT 301.,P
2024-SP Course Grade,855,CLA GBK 202.,P
2024-SP Course Grade,397,CLA INT 201.,P
2024-SP Course Grade,583,CLA INT 101.,P
2024-SP Course Grade,1222,CLA INT 101.,P
2024-SP Course Grade,589,CLA GBK 202.,P
2024-SP Course Grade,1223,CLA INT 101.,P
2024-SP Course Grade,588,CLA GBK 202.,P
2024-SP Course Grade,594,CLA GBK 202.,P
2024-SP Course Grade,341,CLA INT 201.,P
2024-SP Course Grade,340,CLA INT 301.,P
2024-SP Course Grade,1224,CLA INT 101.,P
2024-SP Course Grade,327,CLA INT 201.,P
2024-SP Course Grade,1225,CLA INT 301.,P
2024-SP Course Grade,320,CLA INT 301.,P
2024-SP Course Grade,321,CLA INT 301.,P
2024-SP Course Grade,1226,CLA INT 101.,P
2024-SP Course Grade,1227,CLA INT 101.,P
2024-SP Course Grade,322,CLA INT 201.,P
2024-SP Course Grade,1044,CLA INT 301.,P
2024-SP Course Grade,584,CLA INT 201.,P
2024-SP Course Grade,318,CLA INT 301.,P
2024-SP Course Grade,862,CLA INT 301.,P
2024-SP Course Grade,874,CLA INT 201.,P
2024-SP Course Grade,1228,CLA INT 101.,P
2024-SP Course Grade,1229,CLA INT 101.,P
2024-SP Course Grade,1230,CLA INT 101.,P
2024-SP Course Grade,1231,CLA INT 101.,P
2024-SP Course Grade,1051,CLA INT 201.,P
2024-SP Course Grade,1232,CLA INT 101.,P
2024-SP Course Grade,827,CLA INT 201.,P
2024-SP Course Grade,1233,CLA INT 101.,P
2024-SP Course Grade,1234,CLA INT 101.,P
2024-SP Course Grade,828,CLA GBK 202.,P
2024-SP Course Grade,1050,CLA INT 201.,P
2024-SP Course Grade,504,CLA INT 301.,P
2024-SP Course Grade,1235,CLA INT 101.,P
2024-SP Course Grade,1236,CLA INT 101.,P
2024-SP Course Grade,1237,CLA INT 101.,P
2024-SP Course Grade,835,CLA INT 201.,P
2024-SP Course Grade,1238,CLA INT 101.,P
2024-SP Course Grade,829,CLA GBK 202.,P
2024-SP Course Grade,826,CLA INT 201.,P
2024-SP Course Grade,824,CLA GBK 202.,P
2024-SP Course Grade,1239,CLA INT 101.,P
2024-SP Course Grade,457,CLA INT 301.,P
2024-SP Course Grade,404,CLA INT 301.,P
2024-SP Course Grade,1056,CLA INT 201.,P
2024-SP Course Grade,1240,CLA INT 301.,P
2024-SP Course Grade,407,CLA INT 301.,P
2024-SP Course Grade,1241,CLA INT 101.,P
2024-SP Course Grade,1242,CLA INT 101.,P
2024-SP Course Grade,1243,CLA INT 101.,P
2024-SP Course Grade,1054,CLA INT 201.,P
2024-SP Course Grade,458,CLA INT 201.,P
2024-SP Course Grade,1244,CLA INT 201.,P
2024-SP Course Grade,414,CLA INT 201.,P
2024-SP Course Grade,1245,CLA INT 301.,P
2024-SP Course Grade,1246,CLA INT 301.,P
2024-SP Course Grade,1247,CLA INT 101.,P
2024-SP Course Grade,1248,CLA INT 201.,P
2024-SP Course Grade,1052,CLA INT 201.,P
2024-SP Course Grade,897,CLA GBK 202.,P
2024-SP Course Grade,590,CLA GBK 202.,P
2024-SP Course Grade,1249,CLA INT 101.,P
2024-SP Course Grade,895,CLA INT 201.,P
2024-SP Course Grade,814,CLA INT 301.,P
2024-SP Course Grade,1250,CLA INT 101.,P
2024-SP Course Grade,1251,CLA INT 101.,P
2024-SP Course Grade,1252,CLA INT 301.,P
2024-SP Course Grade,1253,CLA INT 101.,P
2024-SP Course Grade,265,CLA INT 201.,P
2024-SP Course Grade,1060,CLA INT 201.,P
2024-SP Course Grade,1254,CLA INT 301.,P
2024-SP Course Grade,1255,CLA INT 101.,P
2024-SP Course Grade,1059,CLA INT 201.,P
2024-SP Course Grade,1256,CLA INT 101.,P
2024-SP Course Grade,1058,CLA INT 301.,P
2024-SP Course Grade,798,CLA GBK 202.,P
2024-SP Course Grade,270,CLA INT 201.,P
2024-SP Course Grade,1063,CLA INT 201.,P
2024-SP Course Grade,789,CLA INT 201.,P
2024-SP Course Grade,268,CLA INT 201.,P
2024-SP Course Grade,777,CLA INT 201.,P
2024-SP Course Grade,286,CLA INT 301.,P
2024-SP Course Grade,1257,CLA INT 101.,P
2024-SP Course Grade,804,CLA INT 201.,P
2024-SP Course Grade,301,CLA GBK 306.,P
2024-SP Course Grade,1258,CLA INT 101.,P
2024-SP Course Grade,806,CLA GBK 304.,P
2024-SP Course Grade,1259,CLA INT 301.,P
2024-SP Course Grade,808,CLA INT 301.,P
2024-SP Course Grade,1260,CLA INT 101.,P
2024-SP Course Grade,1261,CLA INT 101.,P
2024-SP Course Grade,810,CLA INT 201.,P
2024-SP Course Grade,1262,CLA INT 101.,P
2024-SP Course Grade,308,CLA INT 301.,P
2024-SP Course Grade,817,CLA INT 201.,P
2024-SP Course Grade,1263,CLA INT 201.,P
2024-SP Course Grade,1061,CLA INT 301.,P
2024-SP Course Grade,311,CLA INT 301.,P
2024-SP Course Grade,1264,CLA INT 101.,P
2024-SP Course Grade,306,CLA INT 301.,P
2024-SP Course Grade,300,CLA GBK 304.,P
2024-SP Course Grade,1265,CLA INT 101.,P
2024-SP Course Grade,779,CLA INT 201.,P
2024-SP Course Grade,1266,CLA INT 301.,P
2024-SP Course Grade,1071,CLA INT 301.,P
2024-SP Course Grade,793,CLA INT 201.,P
2024-SP Course Grade,792,CLA INT 301.,P
2024-SP Course Grade,791,CLA INT 301.,P
2024-SP Course Grade,1267,CLA INT 201.,P
2024-SP Course Grade,1268,CLA INT 201.,P
2024-SP Course Grade,1072,CLA INT 201.,P
2024-SP Course Grade,1269,CLA INT 301.,P
2024-SP Course Grade,1067,CLA INT 201.,P
2024-SP Course Grade,1270,CLA INT 101.,P
2024-SP Course Grade,788,CLA GBK 202.,P
2024-SP Course Grade,1271,CLA INT 101.,P
2024-SP Course Grade,1272,CLA INT 201.,P
2024-SP Course Grade,1273,CLA INT 101.,P
2024-SP Course Grade,786,CLA INT 301.,P
2024-SP Course Grade,790,CLA GBK 202.,P
2024-SP Course Grade,1274,CLA INT 101.,P
2024-SP Course Grade,281,CLA INT 301.,P
2024-SP Course Grade,1073,CLA INT 201.,P
2024-SP Course Grade,271,CLA INT 201.,P
2024-SP Course Grade,1275,CLA INT 301.,P
2024-SP Course Grade,1276,CLA INT 101.,P
2024-SP Course Grade,1277,CLA INT 201.,P
2024-SP Course Grade,1066,CLA INT 201.,P
2024-SP Course Grade,1278,CLA INT 101.,P
2024-SP Course Grade,272,CLA GBK 306.,P
2024-SP Course Grade,1279,CLA INT 101.,P
2024-SP Course Grade,781,CLA INT 301.,P
2024-SP Course Grade,1280,CLA INT 201.,P
2024-SP Course Grade,280,CLA INT 301.,P
2024-SP Course Grade,783,CLA INT 201.,P
2024-SP Course Grade,1281,CLA INT 101.,P
2024-SP Course Grade,1282,CLA INT 101.,P
2024-SP Course Grade,1283,CLA INT 101.,P
2024-SP Course Grade,1074,CLA INT 301.,P
2024-SP Course Grade,277,CLA GBK 304.,P
2024-SP Course Grade,299,CLA GBK 306.,P
2024-SP Course Grade,800,CLA INT 301.,P
2024-SP Course Grade,1284,CLA INT 101.,P
2024-SP Course Grade,1285,CLA INT 101.,P
2024-SP Course Grade,1286,CLA INT 101.,P
2024-SP Course Grade,1287,CLA INT 101.,P
2024-SP Course Grade,1288,CLA INT 101.,P
2024-SP Course Grade,1289,CLA INT 101.,P
2024-SP Course Grade,1290,CLA INT 101.,P
2024-SP Course Grade,1291,CLA INT 101.,P
2024-SP Course Grade,1292,CLA INT 101.,P
2024-SP Course Grade,1293,CLA INT 101.,P
2024-SP Course Grade,1294,CLA INT 101.,P
2024-SP Course Grade,1295,CLA INT 101.,P
2024-SP Course Grade,1296,CLA INT 101.,P
2024-SP Course Grade,1297,CLA INT 101.,P
2024-SP Course Grade,1298,CLA INT 101.,P
2024-SP Course Grade,1299,CLA INT 101.,P
2024-SP Course Grade,1300,CLA INT 101.,P
2024-SP Course Grade,1301,CLA INT 101.,P
2024-SP Course Grade,1302,CLA INT 101.,P
2024-SP Course Grade,1303,CLA INT 101.,P
2024-SP Course Grade,753,CLA INT 101.,P
2024-SP Course Grade,255,CLA INT 301.,P
2024-SP Course Grade,522,CLA INT 301.,P
2024-SP Course Grade,1304,CLA INT 101.,P
2024-SP Course Grade,1028,CLA INT 201.,P
2024-SP Course Grade,1305,CLA INT 101.,P
2024-SP Course Grade,750,CLA INT 201.,P
2024-SP Course Grade,247,CLA GBK 306.,P
2024-SP Course Grade,1306,CLA INT 101.,P
2024-SP Course Grade,235,CLA GBK 306.,P
2024-SP Course Grade,751,CLA INT 301.,P
2024-SP Course Grade,1307,CLA INT 101.,P
2024-SP Course Grade,211,CLA GBK 407.,P
2024-SP Course Grade,213,CLA GBK 304.,P
2024-SP Course Grade,1308,CLA INT 101.,P
2024-SP Course Grade,1309,CLA INT 101.,P
2024-SP Course Grade,1310,CLA INT 101.,P
2024-SP Course Grade,1311,CLA INT 101.,P
2024-SP Course Grade,773,CLA INT 101.,P
2024-SP Course Grade,766,CLA INT 201.,P
2024-SP Course Grade,1312,CLA INT 101.,P
2024-SP Course Grade,1313,CLA INT 101.,P
2024-SP Course Grade,1314,CLA INT 101.,P
2024-SP Course Grade,1315,CLA INT 101.,P
2024-SP Course Grade,1316,CLA INT 101.,P
2024-SP Course Grade,1317,CLA INT 101.,P
2024-SP Course Grade,1318,CLA INT 101.,P
2024-SP Course Grade,1319,CLA INT 101.,P
2024-SP Course Grade,1320,CLA INT 101.,P
2024-SP Course Grade,1321,CLA INT 101.,P
2024-SP Course Grade,1322,CLA INT 101.,P
2024-SP Course Grade,1323,CLA INT 101.,P
2024-SP Course Grade,1324,CLA INT 101.,P
2024-SP Course Grade,1325,CLA INT 101.,P
2024-SP Course Grade,735,CLA INT 201.,P
2024-SP Course Grade,1326,CLA INT 101.,P
2024-SP Course Grade,1327,CLA INT 101.,P
2024-SP Course Grade,1328,CLA INT 101.,P
2024-SP Course Grade,1329,CLA INT 101.,P
2024-SP Course Grade,1330,CLA INT 101.,P
2024-SP Course Grade,1331,CLA INT 101.,P
2024-SP Course Grade,1332,CLA INT 101.,P
2024-SP Course Grade,1333,CLA INT 101.,P
2024-SP Course Grade,1334,CLA INT 101.,P
2024-SP Course Grade,1335,CLA INT 101.,P
2024-SP Course Grade,1336,CLA INT 101.,P
2024-SP Course Grade,1337,CLA INT 101.,P
2024-SP Course Grade,1338,CLA INT 101.,P
2024-SP Course Grade,1339,CLA INT 101.,P
2024-SP Course Grade,1340,CLA INT 101.,P
2024-SP Course Grade,1341,CLA INT 101.,P
2024-SP Course Grade,226,CLA GBK 304.,P
2024-SP Course Grade,1342,CLA INT 101.,P
2024-SP Course Grade,1343,CLA INT 101.,P
2024-SP Course Grade,1344,CLA INT 101.,P
2024-SP Course Grade,1345,CLA INT 101.,P
2024-SP Course Grade,1346,CLA INT 101.,P
2024-SP Course Grade,1347,CLA INT 101.,P
2024-SP Course Grade,1029,CLA INT 201.,P
2024-SP Course Grade,23,CLA INT 301.,P
2024-SP Course Grade,592,CLA INT 201.,P
2024-SP Course Grade,1348,CLA INT 101.,P
2024-SP Course Grade,161,CLA INT 201.,P
2024-SP Course Grade,650,CLA INT 201.,P
2024-SP Course Grade,1349,CLA INT 101.,P
2024-SP Course Grade,648,CLA GBK 202.,P
2024-SP Course Grade,647,CLA INT 201.,P
2024-SP Course Grade,1350,CLA INT 101.,P
2024-SP Course Grade,1351,CLA INT 101.,P
2024-SP Course Grade,1352,CLA INT 201.,P
2024-SP Course Grade,181,CLA INT 301.,P
2024-SP Course Grade,1353,CLA INT 201.,P
2024-SP Course Grade,785,CLA INT 301.,P
2024-SP Course Grade,1354,CLA INT 101.,P
2024-SP Course Grade,1355,CLA INT 101.,P
2024-SP Course Grade,1356,CLA INT 301.,P
2024-SP Course Grade,183,CLA INT 301.,P
2024-SP Course Grade,206,CLA GBK 495.,P
2024-SP Course Grade,644,CLA INT 201.,P
2024-SP Course Grade,206,CLA GBK 306.,P
2024-SP Course Grade,651,CLA GBK 202.,P
2024-SP Course Grade,1357,CLA INT 101.,P
2024-SP Course Grade,661,CLA GBK 202.,P
2024-SP Course Grade,642,CLA GBK 202.,P
2024-SP Course Grade,1358,CLA INT 101.,P
2024-SP Course Grade,1359,CLA INT 101.,P
2024-SP Course Grade,1360,CLA INT 101.,P
2024-SP Course Grade,658,CLA INT 201.,P
2024-SP Course Grade,1361,CLA INT 201.,P
2024-SP Course Grade,653,CLA GBK 202.,P
2024-SP Course Grade,659,CLA INT 201.,P
2024-SP Course Grade,1362,CLA INT 101.,P
2024-SP Course Grade,1363,CLA INT 101.,P
2024-SP Course Grade,452,CLA INT 301.,P
2024-SP Course Grade,1364,CLA INT 101.,P
2024-SP Course Grade,1365,CLA INT 101.,P
2024-SP Course Grade,1366,CLA INT 101.,P
2024-SP Course Grade,162,CLA GBK 306.,P
2024-SP Course Grade,662,CLA INT 201.,P
2024-SP Course Grade,1367,CLA INT 101.,P
2024-SP Course Grade,1368,CLA INT 101.,P
2024-SP Course Grade,990,CLA INT 201.,P
2024-SP Course Grade,197,CLA GBK 306.,P
2024-SP Course Grade,1369,CLA INT 101.,P
2024-SP Course Grade,196,CLA INT 201.,P
2024-SP Course Grade,195,CLA INT 201.,P
2024-SP Course Grade,1370,CLA INT 201.,P
2024-SP Course Grade,1131,CLA INT 201.,P
2024-SP Course Grade,996,CLA INT 201.,P
2024-SP Course Grade,1371,CLA INT 201.,P
2024-SP Course Grade,1372,CLA INT 201.,P
2024-SP Course Grade,1373,CLA INT 201.,P
2024-SP Course Grade,1008,CLA INT 201.,P
2024-SP Course Grade,1374,CLA INT 101.,P
2024-SP Course Grade,1375,CLA INT 301.,P
2024-SP Course Grade,1152,CLA INT 101.,P
2024-SP Course Grade,1376,CLA INT 101.,P
2024-SP Course Grade,1143,CLA INT 101.,P
2024-SP Course Grade,1011,CLA INT 201.,P
2024-SP Course Grade,1377,CLA INT 101.,P
2024-SP Course Grade,1378,CLA INT 301.,P
2024-SP Course Grade,1379,CLA INT 101.,P
2024-SP Course Grade,1380,CLA INT 101.,P
2024-SP Course Grade,1381,CLA INT 101.,P
2024-SP Course Grade,1382,CLA INT 201.,P
2024-SP Course Grade,205,CLA GBK 304.,P
2024-SP Course Grade,985,CLA INT 301.,P
2024-SP Course Grade,1383,CLA INT 201.,P
2024-SP Course Grade,1384,CLA INT 101.,P
2024-SP Course Grade,1385,CLA INT 101.,P
2024-SP Course Grade,993,CLA GBK 202.,P
2024-SP Course Grade,982,CLA GBK 202.,P
2024-SP Course Grade,980,CLA GBK 202.,P
2024-SP Course Grade,1386,CLA INT 101.,P
2024-SP Course Grade,1387,CLA INT 101.,P
2024-SP Course Grade,200,CLA GBK 304.,P
2024-SP Course Grade,199,CLA INT 301.,P
2024-SP Course Grade,1388,CLA INT 101.,P
2024-SP Course Grade,1389,CLA INT 101.,P
2024-SP Course Grade,641,CLA GBK 202.,P
2024-SP Course Grade,1390,CLA INT 101.,P
2024-SP Course Grade,1391,CLA INT 101.,P
2024-SP Course Grade,26,CLA INT 301.,P
2024-SP Course Grade,1392,CLA INT 101.,P
2024-SP Course Grade,1171,CLA INT 201.,P
2024-SP Course Grade,1393,CLA INT 101.,P
2024-SP Course Grade,700,CLA GBK 202.,P
2024-SP Course Grade,701,CLA INT 301.,P
2024-SP Course Grade,1394,CLA INT 101.,P
2024-SP Course Grade,1395,CLA INT 301.,P
2024-SP Course Grade,1396,CLA INT 101.,P
2024-SP Course Grade,1172,CLA INT 201.,P
2024-SP Course Grade,1397,CLA INT 101.,P
2024-SP Course Grade,1398,CLA INT 101.,P
2024-SP Course Grade,686,CLA GBK 202.,P
2024-SP Course Grade,1399,CLA INT 101.,P
2024-SP Course Grade,1400,CLA INT 101.,P
2024-SP Course Grade,1401,CLA INT 101.,P
2024-SP Course Grade,1402,CLA INT 101.,P
2024-SP Course Grade,436,CLA INT 301.,P
2024-SP Course Grade,1403,CLA INT 301.,P
2024-SP Course Grade,2,CLA INT 301.,P
2024-SP Course Grade,10,CLA INT 301.,P
2024-SP Course Grade,1404,CLA INT 301.,P
2024-SP Course Grade,5,CLA INT 301.,P
